id,featured,format_name,lang,verified,views,shares,likes
14868,0,musing,en,Not Verified,1,1,4
14869,0,musing,en,Verified,10,1,8
14870,4,140,en,Not Verified,2,1,3
14871,0,open letter,en,Not Verified,3,1,1
14872,5,poem,en,Verified,13,2,11
14873,0,140,en,Not Verified,3,2,1
14874,0,140,en,Not Verified,13,7,1
14875,0,140,en,Not Verified,1,2,2
14876,5,short story,en,Verified,9,1,14
14877,0,thought,en,Not Verified,1,2,2
14878,4,thought,en,Verified,10,1,12
14879,0,diary,en,Not Verified,1,2,1
14880,0,open letter,en,Not Verified,1,4,1
14881,0,diary,en,Not Verified,1,4,1
14882,4,140,en,Not Verified,2,4,6
14883,0,musing,en,Not Verified,1,12,4
14884,1,review,en,Verified,6,1,3
14885,0,thought,en,Not Verified,2,1,2
14886,0,140,en,Not Verified,2,3,1
14887,4,thought,en,Verified,6,2,9
14888,0,rant,en,Verified,3,1,3
14889,4,thought,en,Verified,10,2,9
14890,1,poem,en,Verified,19,2,11
14891,1,musing,en,Verified,14,2,12
14892,1,rant,en,Verified,15,2,18
14893,0,thought,en,Not Verified,2,1,2
14894,0,thought,en,Not Verified,2,6,1
14895,0,thought,en,Not Verified,3,1,2
14896,4,thought,en,Verified,3,3,6
14897,0,poem,en,Not Verified,1,2,1
14898,5,bubble,en,Not Verified,1,16,33
14899,4,140,en,Not Verified,5,3,6
14900,0,bubble,en,Not Verified,1,3,1
14901,0,140,en,Not Verified,1,3,1
14902,1,thought,en,Verified,68,2,25
14903,0,poem,en,Not Verified,2,1,2
14904,0,bubble,en,Verified,2,3,9
14905,0,140,en,Not Verified,18,2,8
14906,4,thought,en,Not Verified,3,4,9
14907,0,rant,en,Not Verified,1,4,2
14908,4,diary,en,Not Verified,3,5,11
14909,1,page,en,Verified,9,11,16
14910,0,open letter,en,Not Verified,4,3,2
14911,0,diary,en,Not Verified,3,6,3
14912,0,poem,en,Not Verified,1,1,2
14913,0,thought,en,Not Verified,6,1,5
14914,0,thought,en,Not Verified,6,1,4
14915,0,poem,en,Not Verified,5,1,1
14916,0,musing,en,Not Verified,2,2,1
14917,1,poem,en,Verified,9,2,15
14918,1,diary,en,Verified,7,6,21
14919,0,thought,en,Not Verified,1,6,4
14920,0,musing,en,Not Verified,1,4,3
14921,0,poem,en,Not Verified,3,3,2
14922,0,short story,en,Not Verified,4,2,2
14923,4,thought,en,Not Verified,11,1,11
14924,1,rant,en,Verified,21,7,24
14925,0,musing,en,Not Verified,6,1,4
14926,0,poem,en,Not Verified,6,1,4
14927,0,140,en,Not Verified,11,5,4
14928,0,thought,en,Not Verified,1,3,4
14929,0,open letter,en,Not Verified,3,1,1
14930,0,thought,en,Not Verified,6,3,3
14931,0,bubble,en,Not Verified,4,2,2
14932,4,140,en,Not Verified,7,1,4
14933,4,140,en,Not Verified,2,1,4
14934,6,bubble,en,Verified,15,24,114
14935,4,musing,en,Not Verified,4,2,5
14936,4,140,en,Not Verified,3,1,9
14937,0,bubble,en,Not Verified,5,2,4
14938,4,thought,en,Not Verified,4,1,11
14939,0,thought,en,Not Verified,2,2,2
14940,0,140,en,Not Verified,1,2,2
14941,0,thought,en,Not Verified,1,1,3
14942,0,poem,en,Not Verified,2,2,1
14943,0,poem,en,Not Verified,1,7,1
14944,0,poem,en,Not Verified,2,1,1
14945,0,poem,en,Not Verified,1,2,3
14946,0,rant,en,Not Verified,2,2,2
14947,0,140,en,Not Verified,1,4,4
14948,0,140,en,Not Verified,1,4,1
14949,4,140,en,Verified,5,1,16
14950,0,musing,en,Not Verified,2,4,4
14951,0,140,en,Not Verified,5,1,1
14952,0,short story,en,Not Verified,3,3,2
14953,0,musing,en,Not Verified,1,2,1
14954,2,page,en,Verified,12,2,26
14955,3,page,en,Verified,11,15,48
14956,0,open letter,en,Not Verified,1,2,2
14957,0,thought,en,Not Verified,3,6,2
14958,0,140,en,Not Verified,3,1,5
14959,0,musing,en,Not Verified,7,1,2
14960,0,poem,en,Not Verified,5,2,5
14961,4,thought,en,Verified,6,9,19
14962,0,poem,en,Not Verified,4,1,2
14963,0,short story,en,Not Verified,1,1,1
14964,0,poem,en,Not Verified,3,2,4
14965,0,bubble,en,Not Verified,1,5,1
14966,0,thought,en,Not Verified,1,3,1
14967,0,review,en,Not Verified,2,1,3
14968,0,140,en,Not Verified,1,2,1
14969,0,musing,en,Not Verified,9,1,4
14970,0,open letter,en,Not Verified,1,2,3
14971,0,rant,en,Not Verified,1,10,5
14972,1,musing,en,Verified,13,4,27
14973,0,140,en,Not Verified,1,2,5
14974,0,thought,en,Not Verified,1,5,1
14975,0,short story,en,Not Verified,7,20,3
14976,0,poem,en,Not Verified,2,1,4
14977,0,poem,en,Not Verified,1,2,2
14978,0,diary,en,Not Verified,3,6,4
14979,4,140,en,Verified,11,2,8
14980,4,140,en,Not Verified,10,8,11
14981,0,musing,en,Not Verified,1,3,5
14982,4,poem,en,Not Verified,5,5,10
14983,0,page,en,Not Verified,1,1,2
14984,1,musing,en,Verified,4,7,9
14985,4,140,en,Not Verified,3,3,4
14986,0,thought,en,Not Verified,17,3,6
14987,0,open letter,en,Not Verified,3,2,5
14988,0,open letter,en,Verified,2,4,6
14989,0,diary,en,Not Verified,1,2,1
14990,0,page,en,Not Verified,1,2,4
14991,0,thought,en,Not Verified,1,1,4
14992,0,poem,en,Not Verified,1,1,2
14993,5,thought,en,Not Verified,31,8,12
14994,0,thought,en,Not Verified,1,6,3
14995,4,140,en,Not Verified,8,1,4
14996,0,musing,en,Not Verified,1,1,1
14997,0,poem,en,Verified,5,6,11
14998,0,short story,en,Not Verified,1,2,1
14999,1,musing,en,Verified,5,2,12
15000,4,rant,en,Not Verified,9,7,11
15001,5,bubble,en,Not Verified,3,6,37
15002,0,thought,en,Not Verified,1,1,2
15003,0,poem,en,Not Verified,1,5,5
15004,0,open letter,en,Not Verified,1,1,1
15005,0,bubble,en,Verified,39,16,70
15006,0,poem,en,Verified,2,2,4
15007,0,musing,en,Not Verified,2,8,4
15008,4,140,en,Not Verified,11,8,17
15009,0,140,en,Not Verified,2,3,2
15010,4,musing,en,Not Verified,2,2,13
15011,0,rant,en,Not Verified,2,3,2
15012,0,140,en,Not Verified,3,2,4
15013,0,short story,en,Not Verified,1,5,1
15014,0,poem,en,Not Verified,1,2,1
15015,0,musing,en,Not Verified,1,9,1
15016,0,140,en,Not Verified,4,1,3
15017,0,bubble,en,Not Verified,2,13,1
15018,0,140,en,Not Verified,2,2,1
15019,0,140,en,Not Verified,1,2,2
15020,0,thought,en,Not Verified,2,6,1
15021,0,poem,en,Not Verified,1,1,1
15022,0,140,en,Not Verified,2,1,1
15023,0,musing,en,Not Verified,1,1,2
15024,0,page,en,Not Verified,2,13,2
15025,0,poem,en,Not Verified,2,4,5
15026,0,140,en,Not Verified,2,2,3
15027,0,poem,en,Not Verified,1,2,1
15028,0,musing,en,Not Verified,3,5,2
15029,6,bubble,en,Verified,14,13,121
15030,0,140,en,Not Verified,4,5,2
15031,0,poem,en,Not Verified,1,4,1
15032,0,poem,en,Not Verified,1,8,1
15033,4,140,en,Not Verified,7,3,20
15034,0,thought,en,Not Verified,1,4,1
15035,1,poem,en,Verified,65,3,8
15036,0,140,en,Not Verified,3,5,2
15037,4,140,en,Not Verified,6,7,25
15038,0,thought,en,Not Verified,2,1,1
15039,0,page,en,Not Verified,1,12,3
15040,0,140,en,Not Verified,1,2,1
15041,0,140,en,Not Verified,1,1,1
15042,0,poem,en,Not Verified,2,1,1
15043,0,thought,en,Not Verified,1,1,3
15044,0,page,en,Not Verified,5,4,1
15045,0,140,en,Not Verified,4,2,2
15046,4,140,en,Not Verified,3,6,22
15047,0,140,en,Not Verified,2,6,4
15048,0,musing,en,Not Verified,5,6,6
15049,0,page,en,Not Verified,1,8,1
15050,0,musing,en,Not Verified,4,1,6
15051,0,musing,en,Not Verified,1,4,2
15052,0,review,en,Not Verified,1,1,3
15053,0,thought,en,Not Verified,1,2,2
15054,0,musing,en,Not Verified,1,5,1
15055,0,poem,en,Not Verified,2,2,1
15056,0,musing,en,Not Verified,1,3,4
15057,0,140,en,Not Verified,6,1,3
15058,0,musing,en,Not Verified,2,3,3
15059,0,140,en,Not Verified,1,2,1
15060,0,musing,en,Not Verified,1,1,1
15061,0,thought,en,Not Verified,6,2,2
15062,0,bubble,en,Not Verified,1,5,2
15063,0,thought,en,Not Verified,2,1,1
15064,4,thought,en,Not Verified,278,5,13
15065,0,thought,en,Not Verified,2,4,6
15066,0,short story,en,Not Verified,1,5,3
15067,0,140,en,Not Verified,3,10,2
15068,0,thought,en,Not Verified,3,4,5
15069,4,musing,en,Not Verified,1,2,7
15070,6,bubble,en,Not Verified,4,19,89
15071,0,bubble,en,Not Verified,9,7,3
15072,0,page,en,Not Verified,2,7,1
15073,0,poem,en,Not Verified,1,1,1
15074,0,page,en,Not Verified,1,2,2
15075,0,140,en,Not Verified,2,2,2
15076,0,poem,en,Not Verified,1,4,1
15077,0,page,en,Not Verified,1,3,1
15078,0,musing,en,Not Verified,4,2,2
15079,0,open letter,en,Not Verified,7,8,2
15080,0,thought,en,Not Verified,2,3,6
15081,0,thought,en,Not Verified,1,7,1
15082,0,140,en,Not Verified,2,1,1
15083,0,140,en,Not Verified,1,1,4
15084,1,poem,en,Verified,7,1,8
15085,0,musing,en,Verified,7,2,2
15086,0,thought,en,Not Verified,2,1,1
15087,0,thought,en,Not Verified,2,3,1
15088,0,open letter,en,Not Verified,6,1,2
15089,0,140,en,Not Verified,2,1,4
15090,5,bubble,en,Not Verified,10,15,24
15091,0,poem,en,Not Verified,1,10,2
15092,0,thought,en,Not Verified,2,2,1
15093,0,140,en,Not Verified,7,1,2
15094,0,diary,en,Not Verified,4,1,4
15095,4,thought,en,Verified,9,1,9
15096,1,review,en,Verified,3,1,4
15097,4,thought,en,Not Verified,1,1,4
15098,5,140,en,Verified,11,1,13
15099,5,140,en,Verified,14,8,16
15100,0,open letter,en,Not Verified,1,1,1
15101,0,thought,en,Not Verified,4,9,3
15102,0,thought,en,Not Verified,2,2,1
15103,0,poem,en,Not Verified,3,8,4
15104,0,thought,en,Not Verified,3,9,3
15105,0,thought,en,Not Verified,1,2,3
15106,4,140,en,Not Verified,8,3,10
15107,0,musing,en,Not Verified,1,1,2
15108,0,poem,en,Not Verified,1,7,2
15109,4,thought,en,Not Verified,5,14,7
15110,0,rant,en,Verified,12,2,4
15111,0,musing,en,Not Verified,1,3,2
15112,5,bubble,en,Not Verified,2,12,49
15113,0,thought,en,Not Verified,1,2,1
15114,0,140,en,Not Verified,1,5,1
15115,0,poem,en,Not Verified,2,1,3
15116,4,thought,en,Not Verified,1,4,11
15117,0,review,en,Not Verified,4,8,1
15118,0,poem,en,Not Verified,1,3,4
15119,0,review,en,Not Verified,4,1,1
15120,0,short story,en,Not Verified,2,5,1
15121,0,poem,en,Not Verified,1,1,2
15122,0,140,en,Not Verified,2,1,1
15123,0,musing,en,Not Verified,4,6,1
15124,0,thought,en,Not Verified,5,2,3
15125,0,thought,en,Not Verified,1,1,2
15126,0,140,en,Not Verified,2,1,1
15127,0,thought,en,Not Verified,1,11,1
15128,4,140,en,Not Verified,8,1,6
15129,1,review,en,Verified,3,2,1
15130,4,140,en,Not Verified,3,3,5
15131,0,short story,en,Not Verified,2,9,3
15132,0,poem,en,Not Verified,1,2,2
15133,0,diary,en,Not Verified,1,4,1
15134,0,poem,en,Verified,4,1,3
15135,0,thought,en,Not Verified,1,2,1
15136,0,page,en,Not Verified,1,2,3
15137,0,poem,en,Not Verified,1,2,1
15138,0,diary,en,Not Verified,1,2,1
15139,0,poem,en,Not Verified,1,3,4
15140,0,poem,en,Not Verified,2,2,3
15141,0,musing,en,Not Verified,2,2,1
15142,0,rant,en,Not Verified,3,5,2
15143,4,140,en,Verified,4,4,6
15144,0,140,en,Not Verified,1,1,2
15145,0,musing,en,Not Verified,3,4,2
15146,0,review,en,Not Verified,3,2,3
15147,0,poem,en,Not Verified,13,7,2
15148,0,140,en,Not Verified,6,4,4
15149,0,review,en,Not Verified,2,2,1
15150,0,musing,en,Not Verified,1,4,4
15151,0,open letter,en,Not Verified,2,2,1
15152,0,thought,en,Not Verified,4,2,1
15153,4,140,en,Not Verified,3,2,10
15154,0,poem,en,Not Verified,1,1,2
15155,0,thought,en,Not Verified,3,3,1
15156,0,page,en,Verified,6,2,2
15157,0,short story,en,Not Verified,2,2,2
15158,0,musing,en,Not Verified,3,5,2
15159,0,poem,en,Not Verified,1,1,1
15160,0,thought,en,Not Verified,1,2,6
15161,0,140,en,Not Verified,3,1,4
15162,0,open letter,en,Not Verified,1,1,1
15163,4,thought,en,Not Verified,1,11,19
15164,0,thought,en,Not Verified,1,3,2
15165,0,bubble,en,Verified,26,1,4
15166,0,poem,en,Not Verified,2,1,1
15167,0,musing,en,Not Verified,1,3,1
15168,0,thought,en,Not Verified,1,1,2
15169,0,bubble,en,Not Verified,6,6,2
15170,0,musing,en,Not Verified,1,2,1
15171,0,poem,en,Verified,4,1,1
15172,0,diary,en,Not Verified,1,2,2
15173,0,thought,en,Not Verified,2,1,1
15174,0,bubble,en,Verified,17,6,72
15175,0,poem,en,Not Verified,1,1,1
15176,0,140,en,Not Verified,2,1,1
15177,0,poem,en,Not Verified,4,2,1
15178,0,140,en,Not Verified,1,1,3
15179,2,page,en,Verified,8,2,6
15180,0,poem,en,Not Verified,1,1,2
15181,5,bubble,en,Not Verified,6,15,73
15182,3,page,en,Verified,12,8,51
15183,4,140,en,Not Verified,3,4,8
15184,0,diary,en,Not Verified,1,2,1
15185,0,140,en,Not Verified,1,2,1
15186,0,bubble,en,Not Verified,3,16,1
15187,4,musing,en,Not Verified,2,1,5
15188,4,thought,en,Not Verified,4,2,8
15189,0,poem,en,Not Verified,3,12,1
15190,1,page,en,Verified,494,29,159
15191,4,thought,en,Verified,5,2,13
15192,0,poem,en,Not Verified,1,2,3
15193,5,bubble,en,Not Verified,11,12,45
15194,5,open letter,en,Not Verified,2,1,11
15195,0,musing,en,Not Verified,1,4,1
15196,0,bubble,en,Not Verified,7,11,3
15197,0,poem,en,Verified,8,4,4
15198,4,140,en,Not Verified,7,2,28
15199,6,bubble,en,Not Verified,6,20,124
15200,0,musing,en,Not Verified,1,4,5
15201,0,poem,en,Not Verified,1,7,2
15202,0,bubble,en,Not Verified,7,10,3
15203,0,thought,en,Not Verified,1,2,3
15204,0,poem,en,Not Verified,1,5,3
15205,0,140,en,Not Verified,4,1,3
15206,0,thought,en,Not Verified,3,1,1
15207,4,140,en,Not Verified,333,15,25
15208,0,rant,en,Not Verified,2,3,2
15209,0,open letter,en,Not Verified,1,17,1
15210,0,musing,en,Not Verified,1,7,4
15211,1,open letter,en,Verified,5,4,10
15212,0,thought,en,Not Verified,8,1,3
15213,0,140,en,Not Verified,1,1,1
15214,0,review,en,Not Verified,6,9,1
15215,0,140,en,Not Verified,2,6,3
15216,0,thought,en,Not Verified,7,5,5
15217,0,short story,en,Not Verified,2,1,2
15218,0,musing,en,Not Verified,3,4,3
15219,0,open letter,en,Verified,2,2,2
15220,0,musing,en,Not Verified,2,1,3
15221,0,page,en,Not Verified,7,3,2
15222,0,thought,en,Not Verified,1,10,3
15223,0,poem,en,Not Verified,1,1,2
15224,0,thought,en,Not Verified,1,1,2
15225,0,open letter,en,Not Verified,4,10,5
15226,0,diary,en,Not Verified,4,4,2
15227,0,bubble,en,Not Verified,1,3,2
15228,0,thought,en,Not Verified,1,2,4
15229,0,diary,en,Not Verified,7,2,1
15230,0,diary,en,Not Verified,1,7,2
15231,5,bubble,en,Not Verified,3,11,23
15232,0,musing,en,Not Verified,1,4,1
15233,0,review,en,Not Verified,1,3,3
15234,5,140,en,Not Verified,1,6,13
15235,0,bubble,en,Not Verified,1,4,3
15236,0,musing,en,Verified,5,1,2
15237,0,musing,en,Verified,4,2,3
15238,1,musing,en,Verified,8,4,8
15239,1,musing,en,Verified,21,4,21
15240,0,musing,en,Not Verified,1,1,2
15241,1,poem,en,Verified,12,18,26
15242,0,musing,en,Not Verified,1,6,3
15243,0,review,en,Not Verified,7,3,4
15244,4,thought,en,Not Verified,2,5,8
15245,0,musing,en,Not Verified,1,1,3
15246,0,musing,en,Not Verified,2,3,1
15247,0,thought,en,Not Verified,1,2,1
15248,0,open letter,en,Verified,3,3,3
15249,4,140,en,Not Verified,5,5,15
15250,0,diary,en,Not Verified,2,8,2
15251,0,thought,en,Not Verified,1,1,2
15252,0,open letter,en,Not Verified,1,4,3
15253,0,musing,en,Not Verified,2,1,1
15254,0,thought,en,Not Verified,10,5,3
15255,0,140,en,Not Verified,5,1,2
15256,0,review,en,Not Verified,2,1,3
15257,1,poem,en,Verified,10,1,19
15258,0,poem,en,Not Verified,3,2,2
15259,0,140,en,Not Verified,3,16,2
15260,5,140,en,Verified,18,2,19
15261,0,diary,en,Not Verified,2,1,1
15262,0,140,en,Not Verified,2,4,2
15263,0,bubble,en,Not Verified,1,1,1
15264,4,140,en,Not Verified,12,6,12
15265,0,poem,en,Not Verified,9,2,8
15266,0,poem,en,Not Verified,2,2,1
15267,0,140,en,Not Verified,2,6,1
15268,4,diary,en,Not Verified,1,1,10
15269,5,bubble,en,Not Verified,8,7,65
15270,0,short story,en,Not Verified,5,8,4
15271,0,open letter,en,Not Verified,1,7,1
15272,0,poem,en,Not Verified,1,3,2
15273,0,short story,en,Not Verified,2,3,2
15274,4,diary,en,Not Verified,3,5,13
15275,4,140,en,Not Verified,11,6,18
15276,4,thought,en,Not Verified,1,4,6
15277,0,poem,en,Not Verified,1,1,1
15278,0,thought,en,Not Verified,1,2,3
15279,4,140,en,Not Verified,3,5,9
15280,4,thought,en,Not Verified,4,1,14
15281,0,bubble,en,Not Verified,1,1,2
15282,0,poem,en,Not Verified,1,3,1
15283,0,musing,en,Not Verified,1,4,1
15284,0,thought,en,Not Verified,1,2,1
15285,0,poem,en,Not Verified,1,4,1
15286,0,thought,en,Not Verified,2,4,2
15287,0,140,en,Not Verified,2,2,1
15288,4,thought,en,Verified,3,4,9
15289,0,open letter,en,Not Verified,3,1,2
15290,4,thought,en,Verified,9,3,10
15291,0,open letter,en,Not Verified,2,3,1
15292,0,musing,en,Not Verified,1,2,2
15293,0,short story,en,Not Verified,1,1,1
15294,0,short story,en,Not Verified,1,1,2
15295,0,poem,en,Not Verified,1,1,1
15296,0,musing,en,Not Verified,2,7,1
15297,0,rant,en,Not Verified,1,2,3
15298,1,poem,en,Verified,10,3,6
15299,0,musing,en,Not Verified,3,1,1
15300,0,rant,en,Not Verified,5,1,2
15301,0,musing,en,Not Verified,1,2,2
15302,1,short story,en,Verified,13,8,16
15303,0,140,en,Not Verified,3,15,3
15304,0,poem,en,Not Verified,1,5,2
15305,0,short story,en,Not Verified,1,2,1
15306,0,poem,en,Not Verified,4,3,2
15307,0,review,en,Not Verified,1,4,1
15308,0,poem,en,Not Verified,5,1,4
15309,0,poem,en,Not Verified,2,3,1
15310,0,bubble,en,Not Verified,6,12,5
15311,0,poem,en,Not Verified,2,14,1
15312,4,140,en,Verified,3,1,5
15313,0,diary,en,Not Verified,1,4,5
15314,0,140,en,Not Verified,2,1,3
15315,4,140,en,Not Verified,4,4,9
15316,0,musing,en,Not Verified,2,5,2
15317,0,rant,en,Not Verified,2,9,2
15318,0,poem,en,Not Verified,2,1,1
15319,0,open letter,en,Not Verified,4,2,1
15320,5,140,en,Verified,16,8,8
15321,0,thought,en,Not Verified,1,1,7
15322,0,thought,en,Not Verified,1,1,2
15323,0,140,en,Not Verified,1,1,4
15324,0,140,en,Not Verified,1,1,2
15325,0,bubble,en,Not Verified,1,4,1
15326,0,poem,en,Not Verified,2,6,1
15327,0,short story,en,Not Verified,1,1,1
15328,0,musing,en,Not Verified,3,1,1
15329,0,musing,en,Verified,2,4,1
15330,0,140,en,Not Verified,1,1,1
15331,0,musing,en,Not Verified,2,3,1
15332,0,thought,en,Not Verified,1,4,1
15333,0,poem,en,Not Verified,1,1,2
15334,0,short story,en,Not Verified,1,1,3
15335,0,140,en,Not Verified,1,2,1
15336,0,open letter,en,Not Verified,5,3,2
15337,0,poem,en,Not Verified,2,1,1
15338,1,page,en,Verified,12,6,10
15339,0,thought,en,Not Verified,3,4,1
15340,0,bubble,en,Not Verified,1,2,1
15341,0,thought,en,Not Verified,1,2,2
15342,4,thought,en,Not Verified,2,5,9
15343,0,short story,en,Not Verified,1,4,2
15344,0,140,en,Not Verified,2,2,1
15345,0,140,en,Not Verified,1,1,2
15346,0,thought,en,Not Verified,3,12,1
15347,0,open letter,en,Not Verified,1,4,1
15348,0,poem,en,Not Verified,2,8,3
15349,0,poem,en,Not Verified,1,1,2
15350,0,thought,en,Not Verified,1,1,3
15351,5,bubble,en,Not Verified,1,22,72
15352,1,poem,en,Verified,11,6,5
15353,0,140,en,Not Verified,1,3,1
15354,5,poem,en,Not Verified,5,5,10
15355,0,short story,en,Not Verified,1,1,5
15356,4,140,en,Not Verified,8,2,14
15357,0,short story,en,Not Verified,1,5,2
15358,0,short story,en,Not Verified,8,1,1
15359,0,thought,en,Not Verified,1,1,1
15360,0,musing,en,Not Verified,9,3,4
15361,0,bubble,en,Not Verified,1,4,1
15362,0,140,en,Not Verified,1,1,1
15363,0,diary,en,Not Verified,1,1,2
15364,0,musing,en,Not Verified,4,3,1
15365,0,open letter,en,Not Verified,1,15,2
15366,1,open letter,en,Verified,11,2,6
15367,0,bubble,en,Not Verified,1,3,2
15368,0,140,en,Not Verified,2,1,2
15369,0,140,en,Not Verified,1,3,2
15370,0,thought,en,Not Verified,1,2,1
15371,0,140,en,Not Verified,1,7,3
15372,0,140,en,Not Verified,1,5,2
15373,0,musing,en,Not Verified,11,2,2
15374,0,rant,en,Not Verified,1,2,5
15375,0,page,en,Not Verified,1,1,2
15376,0,page,en,Not Verified,5,1,5
15377,0,140,en,Not Verified,1,4,4
15378,0,thought,en,Not Verified,6,1,3
15379,0,thought,en,Not Verified,3,3,1
15380,0,140,en,Not Verified,2,1,2
15381,0,thought,en,Not Verified,2,3,5
15382,0,thought,en,Not Verified,12,1,1
15383,0,140,en,Not Verified,1,4,1
15384,0,short story,en,Not Verified,1,1,1
15385,0,open letter,en,Not Verified,5,5,1
15386,0,bubble,en,Not Verified,2,2,2
15387,0,bubble,en,Not Verified,4,3,2
15388,0,page,en,Not Verified,1,4,1
15389,4,140,en,Not Verified,4,3,8
15390,4,140,en,Not Verified,4,1,2
15391,4,140,en,Not Verified,1,3,5
15392,0,140,en,Not Verified,1,1,1
15393,4,140,en,Not Verified,3,3,5
15394,4,140,en,Not Verified,4,2,4
15395,0,musing,en,Not Verified,1,3,4
15396,4,140,en,Not Verified,11,12,11
15397,0,poem,en,Not Verified,4,6,1
15398,0,thought,en,Not Verified,3,12,7
15399,0,short story,en,Not Verified,1,2,1
15400,5,bubble,en,Not Verified,4,18,35
15401,0,diary,en,Not Verified,3,12,5
15402,0,bubble,en,Not Verified,6,2,1
15403,0,poem,en,Not Verified,2,2,3
15404,0,page,en,Not Verified,1,11,4
15405,0,thought,en,Not Verified,1,11,1
15406,0,poem,en,Not Verified,1,1,2
15407,4,140,en,Verified,15,5,9
15408,0,140,en,Not Verified,4,1,2
15409,0,diary,en,Not Verified,1,1,1
15410,0,bubble,en,Not Verified,1,10,2
15411,0,bubble,en,Not Verified,1,2,1
15412,0,bubble,en,Not Verified,1,2,2
15413,0,open letter,en,Not Verified,3,2,3
15414,0,bubble,en,Not Verified,4,1,1
15415,0,poem,en,Not Verified,1,1,2
15416,4,thought,en,Not Verified,1,3,4
15417,2,page,en,Verified,13,8,12
15418,0,rant,en,Not Verified,6,4,2
15419,4,poem,en,Not Verified,3,1,9
15420,3,page,en,Verified,8,4,17
15421,0,short story,en,Not Verified,3,2,4
15422,4,poem,en,Not Verified,4,2,4
15423,0,bubble,en,Not Verified,1,1,1
15424,4,140,en,Verified,5,3,9
15425,0,diary,en,Not Verified,1,4,2
15426,0,diary,en,Not Verified,9,1,2
15427,0,rant,en,Verified,10,3,6
15428,1,poem,en,Verified,9,4,12
15429,1,musing,en,Verified,23,11,26
15430,1,poem,en,Verified,17,3,16
15431,6,bubble,en,Not Verified,4,14,95
15432,1,poem,en,Verified,8,1,7
15433,0,musing,en,Not Verified,1,1,5
15434,4,musing,en,Not Verified,3,3,7
15435,4,thought,en,Not Verified,4,6,4
15436,4,140,en,Not Verified,1,2,2
15437,4,140,en,Not Verified,5,4,8
15438,0,open letter,en,Not Verified,2,1,4
15439,0,diary,en,Not Verified,4,2,2
15440,0,poem,en,Not Verified,11,1,1
15441,1,diary,en,Verified,3,3,16
15442,0,open letter,en,Not Verified,2,4,2
15443,6,bubble,en,Verified,12,86,81
15444,0,open letter,en,Not Verified,3,7,1
15445,1,short story,en,Verified,19,4,23
15446,0,short story,en,Not Verified,9,5,3
15447,4,thought,en,Verified,3,5,17
15448,0,rant,en,Not Verified,5,6,1
15449,5,musing,en,Not Verified,21,1,18
15450,0,short story,en,Not Verified,4,2,2
15451,4,140,en,Not Verified,8,8,15
15452,0,musing,en,Not Verified,5,5,2
15453,0,rant,en,Not Verified,10,8,1
15454,0,thought,en,Not Verified,1,2,2
15455,4,140,en,Not Verified,10,2,29
15456,0,140,en,Not Verified,1,1,2
15457,0,poem,en,Not Verified,2,2,1
15458,0,musing,en,Not Verified,1,3,1
15459,4,140,en,Not Verified,7,7,17
15460,0,140,en,Not Verified,2,2,2
15461,0,thought,en,Not Verified,1,10,1
15462,0,140,en,Not Verified,1,1,5
15463,0,bubble,en,Not Verified,1,2,1
15464,0,thought,en,Not Verified,7,3,4
15465,0,bubble,en,Not Verified,1,3,1
15466,0,poem,en,Not Verified,8,3,1
15467,0,musing,en,Not Verified,1,1,2
15468,4,140,en,Not Verified,5,1,5
15469,0,thought,en,Not Verified,2,1,3
15470,4,thought,en,Not Verified,10,6,8
15471,0,musing,en,Not Verified,10,2,9
15472,0,diary,en,Not Verified,1,2,1
15473,4,140,en,Not Verified,4,5,19
15474,5,bubble,en,Not Verified,7,27,39
15475,0,thought,en,Not Verified,2,4,5
15476,0,poem,en,Verified,10,2,1
15477,0,musing,en,Not Verified,1,6,1
15478,0,thought,en,Not Verified,2,7,2
15479,0,poem,en,Not Verified,5,3,2
15480,0,thought,en,Not Verified,1,4,3
15481,0,short story,en,Not Verified,4,2,2
15482,0,open letter,en,Not Verified,10,3,3
15483,0,thought,en,Not Verified,1,3,3
15484,0,poem,en,Not Verified,2,2,2
15485,0,140,en,Not Verified,2,2,1
15486,0,thought,en,Not Verified,1,3,4
15487,0,musing,en,Not Verified,1,2,1
15488,0,musing,en,Not Verified,8,6,3
15489,0,thought,en,Not Verified,1,2,2
15490,4,140,en,Not Verified,5,4,9
15491,0,open letter,en,Not Verified,2,6,1
15492,0,musing,en,Not Verified,4,1,3
15493,0,140,en,Not Verified,8,1,4
15494,0,bubble,en,Not Verified,1,2,1
15495,0,poem,en,Not Verified,1,1,1
15496,1,poem,en,Verified,11,6,7
15497,0,rant,en,Not Verified,2,4,1
15498,0,page,en,Not Verified,1,1,1
15499,0,140,en,Not Verified,1,4,1
15500,0,musing,en,Not Verified,2,6,1
15501,0,140,en,Not Verified,1,2,1
15502,4,thought,en,Not Verified,5,11,11
15503,4,140,en,Not Verified,7,4,11
15504,0,musing,en,Not Verified,1,2,1
15505,0,thought,en,Not Verified,1,2,1
15506,1,poem,en,Verified,11,11,15
15507,0,review,en,Not Verified,2,13,5
15508,0,open letter,en,Not Verified,2,12,5
15509,0,thought,en,Not Verified,1,2,1
15510,0,poem,en,Not Verified,4,1,1
15511,0,thought,en,Not Verified,1,3,1
15512,0,bubble,en,Not Verified,5,24,53
15513,0,thought,en,Not Verified,1,2,1
15514,0,diary,en,Not Verified,4,7,2
