id,featured,format_name,lang,verified,views,shares,likes
9300,1,musing,en,Not Verified,104,3,28
9301,0,poem,en,Not Verified,1,10,4
9302,1,rant,en,Not Verified,72,1,21
9303,0,open letter,en,Not Verified,1,2,3
9304,0,bubble,en,Not Verified,4,8,7
9305,0,140,en,Verified,1,4,5
9306,0,diary,en,Not Verified,1,5,2
9307,6,bubble,en,Verified,1,20,111
9308,0,musing,en,Not Verified,1,1,1
9309,0,musing,en,Not Verified,1,1,1
9310,0,140,en,Not Verified,1,1,7
9311,1,poem,en,Not Verified,63,13,18
9312,0,musing,en,Not Verified,1,9,1
9313,0,140,en,Not Verified,2,3,1
9314,0,thought,en,Not Verified,1,2,2
9315,0,thought,en,Not Verified,2,1,2
9316,0,open letter,en,Not Verified,1,1,2
9317,1,musing,en,Not Verified,79,5,25
9318,0,thought,en,Not Verified,2,3,1
9319,0,short story,en,Not Verified,2,5,1
9320,0,thought,en,Not Verified,2,1,2
9321,0,page,en,Not Verified,2,10,2
9322,0,thought,en,Not Verified,3,3,2
9323,0,poem,en,Not Verified,1,5,2
9324,0,musing,en,Not Verified,1,1,1
9325,0,140,en,Not Verified,1,4,1
9326,0,140,en,Not Verified,4,2,3
9327,0,140,en,Not Verified,3,1,1
9328,0,open letter,en,Not Verified,1,8,1
9329,0,musing,en,Not Verified,4,2,2
9330,0,poem,en,Not Verified,1,2,1
9331,0,bubble,en,Verified,4,8,42
9332,0,diary,en,Not Verified,1,1,1
9333,0,musing,en,Verified,2,1,7
9334,0,thought,en,Not Verified,3,1,1
9335,0,thought,en,Not Verified,1,1,2
9336,0,thought,en,Not Verified,1,1,1
9337,0,musing,en,Not Verified,1,2,2
9338,0,open letter,en,Not Verified,4,2,1
9339,0,diary,en,Not Verified,5,1,1
9340,0,rant,en,Not Verified,1,3,2
9341,0,140,en,Not Verified,1,2,1
9342,0,140,en,Not Verified,2,2,13
9343,0,poem,en,Verified,1,1,9
9344,0,bubble,en,Not Verified,1,10,1
9345,0,short story,en,Not Verified,3,1,1
9346,1,short story,en,Verified,20,3,17
9347,0,140,en,Not Verified,1,2,2
9348,0,thought,en,Verified,7,1,10
9349,0,poem,en,Not Verified,1,2,1
9350,0,bubble,en,Not Verified,1,5,3
9351,0,thought,en,Not Verified,1,3,3
9352,1,poem,en,Verified,57,2,14
9353,0,thought,en,Not Verified,4,5,6
9354,0,musing,en,Not Verified,1,1,2
9355,0,bubble,en,Not Verified,2,1,3
9356,0,poem,en,Not Verified,5,2,1
9357,0,poem,en,Not Verified,2,1,1
9358,1,poem,en,Verified,6,7,30
9359,0,poem,en,Not Verified,3,3,2
9360,0,140,en,Not Verified,2,1,2
9361,0,open letter,en,Not Verified,1,9,2
9362,4,thought,en,Not Verified,143,4,13
9363,6,bubble,en,Verified,11,10,102
9364,0,poem,en,Not Verified,8,2,2
9365,0,bubble,en,Not Verified,1,2,5
9366,0,bubble,en,Verified,4,22,56
9367,0,diary,en,Not Verified,1,3,1
9368,0,poem,en,Not Verified,1,7,3
9369,0,thought,en,Not Verified,2,1,1
9370,0,140,en,Not Verified,2,1,1
9371,0,poem,en,Not Verified,2,2,2
9372,1,poem,en,Not Verified,54,4,14
9373,0,thought,en,Not Verified,3,4,2
9374,0,short story,en,Not Verified,1,2,4
9375,0,thought,en,Not Verified,2,1,1
9376,0,140,en,Not Verified,1,2,1
9377,0,140,en,Not Verified,1,1,1
9378,0,poem,en,Not Verified,5,2,3
9379,0,poem,en,Not Verified,2,6,1
9380,0,musing,en,Verified,1,1,2
9381,0,thought,en,Not Verified,1,1,2
9382,0,poem,en,Verified,1,7,5
9383,1,poem,en,Not Verified,73,8,26
9384,0,rant,en,Not Verified,1,1,2
9385,0,diary,en,Not Verified,1,2,1
9386,1,musing,en,Verified,1,4,15
9387,1,short story,en,Not Verified,89,2,18
9388,1,short story,en,Verified,23,2,24
9389,0,thought,en,Verified,2,2,6
9390,0,musing,en,Not Verified,2,2,1
9391,0,140,en,Not Verified,1,2,2
9392,4,musing,en,Verified,1,2,9
9393,1,musing,en,Verified,7,6,13
9394,0,thought,en,Not Verified,2,4,1
9395,0,poem,en,Not Verified,6,4,1
9396,0,short story,en,Not Verified,1,3,3
9397,0,page,en,Not Verified,1,2,2
9398,0,poem,en,Not Verified,1,2,1
9399,0,140,en,Not Verified,1,2,1
9400,4,140,en,Not Verified,4,3,12
9401,0,musing,en,Not Verified,1,6,2
9402,0,musing,en,Not Verified,2,3,4
9403,0,open letter,en,Not Verified,3,1,2
9404,0,bubble,en,Not Verified,3,2,1
9405,1,musing,en,Verified,4,4,15
9406,0,bubble,en,Verified,7,7,61
9407,0,poem,en,Not Verified,1,1,3
9408,0,bubble,en,Not Verified,1,23,2
9409,1,thought,en,Verified,6,5,19
9410,1,musing,en,Verified,1,5,13
9411,0,musing,en,Not Verified,3,2,1
9412,0,thought,en,Not Verified,5,1,1
9413,0,short story,en,Not Verified,7,9,9
9414,0,diary,en,Not Verified,2,5,4
9415,4,thought,en,Verified,8,1,25
9416,0,open letter,en,Not Verified,2,2,1
9417,0,poem,en,Not Verified,3,2,1
9418,0,140,en,Not Verified,2,3,1
9419,1,poem,en,Not Verified,59,1,12
9420,1,poem,en,Verified,4,3,4
9421,0,poem,en,Not Verified,1,1,2
9422,0,thought,en,Not Verified,1,3,3
9423,0,short story,en,Verified,1,1,2
9424,0,short story,en,Not Verified,2,1,1
9425,0,rant,en,Not Verified,1,1,3
9426,0,poem,en,Not Verified,1,1,2
9427,0,140,en,Not Verified,1,1,1
9428,0,thought,en,Not Verified,4,3,3
9429,0,poem,en,Not Verified,1,2,1
9430,0,thought,en,Not Verified,1,19,2
9431,0,page,en,Not Verified,2,1,1
9432,0,short story,en,Not Verified,3,1,1
9433,0,bubble,en,Verified,1,9,40
9434,0,poem,en,Not Verified,1,6,1
9435,0,musing,en,Verified,10,3,10
9436,0,musing,en,Not Verified,1,8,4
9437,0,short story,en,Not Verified,2,3,1
9438,0,musing,en,Not Verified,1,2,2
9439,4,140,en,Not Verified,242,16,21
9440,0,140,en,Not Verified,1,4,4
9441,0,diary,en,Not Verified,2,6,1
9442,0,bubble,en,Not Verified,4,3,13
9443,0,thought,en,Not Verified,1,6,2
9444,0,bubble,en,Not Verified,2,6,4
9445,0,140,en,Not Verified,2,4,3
9446,0,poem,en,Not Verified,3,3,2
9447,0,musing,en,Not Verified,1,3,3
9448,0,poem,en,Not Verified,1,2,1
9449,0,open letter,en,Not Verified,1,2,1
9450,0,short story,en,Not Verified,1,8,5
9451,0,140,en,Not Verified,2,2,2
9452,1,musing,en,Verified,3,7,7
9453,0,poem,en,Not Verified,1,2,1
9454,0,poem,en,Verified,1,1,2
9455,0,poem,en,Not Verified,2,4,5
9456,0,poem,en,Not Verified,1,6,1
9457,0,bubble,en,Verified,6,3,33
9458,0,poem,en,Verified,1,2,1
9459,0,thought,en,Not Verified,1,3,3
9460,0,thought,en,Not Verified,1,1,1
9461,0,bubble,en,Verified,2,12,43
9462,0,140,en,Not Verified,1,4,1
9463,0,diary,en,Not Verified,1,14,1
9464,1,poem,en,Verified,141,26,139
9465,0,140,en,Not Verified,1,5,2
9466,0,bubble,en,Verified,6,11,73
9467,0,thought,en,Not Verified,4,1,2
9468,0,140,en,Not Verified,1,5,2
9469,0,page,en,Not Verified,1,1,1
9470,0,poem,en,Not Verified,4,9,3
9471,0,short story,en,Not Verified,1,16,5
9472,0,musing,en,Not Verified,2,3,1
9473,1,poem,en,Not Verified,56,1,20
9474,0,rant,en,Not Verified,1,1,2
9475,0,musing,en,Not Verified,2,1,1
9476,1,open letter,en,Verified,5,5,5
9477,0,poem,en,Not Verified,4,1,1
9478,0,poem,en,Not Verified,8,1,1
9479,0,diary,en,Not Verified,2,1,2
9480,0,poem,en,Not Verified,1,4,3
9481,0,page,en,Not Verified,1,2,3
9482,0,bubble,en,Not Verified,5,2,1
9483,0,thought,en,Not Verified,1,2,1
9484,0,poem,en,Not Verified,1,1,1
9485,6,bubble,en,Not Verified,2,47,133
9486,0,open letter,en,Not Verified,1,12,4
9487,0,thought,en,Verified,1,4,1
9488,1,thought,en,Verified,19,3,19
9489,0,diary,en,Not Verified,1,2,1
9490,0,poem,en,Not Verified,2,9,2
9491,0,musing,en,Not Verified,2,2,1
9492,0,poem,en,Not Verified,1,2,2
9493,0,thought,en,Not Verified,1,2,2
9494,0,thought,en,Not Verified,1,1,1
9495,0,short story,en,Not Verified,1,6,1
9496,0,thought,en,Not Verified,2,1,1
9497,0,musing,en,Not Verified,1,3,4
9498,0,thought,en,Not Verified,1,1,1
9499,2,page,en,Verified,3,6,10
9500,0,open letter,en,Not Verified,3,1,1
9501,0,thought,en,Not Verified,4,1,1
9502,3,page,en,Verified,1,18,56
9503,0,thought,en,Not Verified,2,13,4
9504,0,poem,en,Not Verified,1,1,3
9505,0,thought,en,Not Verified,3,4,4
9506,1,poem,en,Verified,3,2,7
9507,0,thought,en,Not Verified,4,2,2
9508,0,bubble,en,Not Verified,3,14,4
9509,0,open letter,en,Not Verified,4,2,2
9510,0,musing,en,Not Verified,2,1,2
9511,0,thought,en,Not Verified,1,6,1
9512,0,short story,en,Not Verified,1,1,2
9513,0,140,en,Not Verified,6,3,5
9514,0,poem,en,Not Verified,1,1,2
9515,0,140,en,Not Verified,2,1,3
9516,0,140,en,Not Verified,2,1,1
9517,1,poem,en,Verified,5,3,8
9518,0,thought,en,Verified,3,2,6
9519,0,thought,en,Verified,6,2,9
9520,0,short story,en,Not Verified,3,5,4
9521,0,140,en,Not Verified,1,2,7
9522,0,short story,en,Not Verified,1,5,4
9523,6,bubble,en,Verified,7,23,95
9524,0,140,en,Not Verified,1,1,2
9525,1,poem,en,Not Verified,77,3,21
9526,1,poem,en,Not Verified,15,4,11
9527,0,poem,en,Not Verified,3,8,2
9528,0,musing,hi,Verified,16,4,9
9529,0,poem,en,Not Verified,1,2,1
9530,0,thought,en,Not Verified,2,1,1
9531,0,open letter,en,Not Verified,2,7,5
9532,0,140,en,Not Verified,2,2,2
9533,0,thought,en,Not Verified,1,2,1
9534,0,short story,en,Not Verified,2,3,1
9535,1,diary,en,Not Verified,77,3,21
9536,0,140,en,Not Verified,1,2,1
9537,0,poem,en,Not Verified,1,2,1
9538,0,musing,en,Not Verified,1,1,1
9539,0,diary,en,Not Verified,1,4,2
9540,0,open letter,en,Not Verified,1,2,1
9541,0,musing,en,Not Verified,1,5,4
9542,0,poem,en,Not Verified,27,2,2
9543,6,bubble,en,Not Verified,5,20,124
9544,0,diary,en,Not Verified,1,3,1
9545,1,short story,en,Verified,5,2,9
9546,1,open letter,en,Not Verified,58,8,12
9547,0,open letter,en,Not Verified,2,4,1
9548,0,140,en,Not Verified,4,2,2
9549,0,musing,en,Not Verified,1,3,3
9550,0,thought,en,Not Verified,1,3,2
9551,0,bubble,en,Not Verified,1,5,1
9552,0,poem,en,Not Verified,5,2,1
9553,0,140,en,Not Verified,1,1,2
9554,1,diary,en,Verified,1,4,8
9555,0,short story,en,Not Verified,1,1,1
9556,0,short story,en,Not Verified,1,10,3
9557,0,rant,en,Not Verified,2,3,2
9558,0,thought,en,Not Verified,2,3,1
9559,0,page,en,Not Verified,1,8,4
9560,0,diary,en,Verified,3,2,2
9561,0,140,en,Not Verified,1,4,4
9562,0,diary,en,Not Verified,15,1,6
9563,0,short story,en,Verified,4,7,3
9564,0,diary,en,Not Verified,3,2,1
9565,0,short story,en,Verified,1,6,4
9566,0,open letter,en,Verified,9,11,7
9567,0,musing,en,Not Verified,2,1,1
9568,0,musing,en,Not Verified,1,2,2
9569,0,review,en,Not Verified,1,4,1
9570,0,poem,en,Not Verified,1,1,1
9571,0,diary,en,Not Verified,1,1,1
9572,0,thought,en,Not Verified,4,2,1
9573,0,open letter,en,Not Verified,1,10,3
9574,0,musing,en,Not Verified,1,3,1
9575,0,thought,en,Not Verified,4,2,1
9576,0,open letter,en,Not Verified,1,1,1
9577,0,thought,en,Not Verified,2,5,2
9578,0,poem,en,Not Verified,3,1,1
9579,0,musing,en,Not Verified,2,1,1
9580,0,thought,en,Not Verified,3,4,3
9581,0,open letter,en,Not Verified,4,1,1
9582,0,short story,en,Not Verified,5,1,1
9583,0,musing,en,Not Verified,2,4,9
9584,0,bubble,en,Not Verified,1,4,1
9585,1,musing,en,Not Verified,34,1,16
9586,4,140,en,Verified,232,3,20
9587,0,140,en,Not Verified,1,4,3
9588,0,bubble,en,Not Verified,3,1,1
9589,0,poem,en,Not Verified,5,1,1
9590,0,poem,en,Not Verified,5,1,2
9591,0,musing,en,Not Verified,6,1,4
9592,0,thought,en,Not Verified,1,2,1
9593,0,open letter,en,Not Verified,2,4,2
9594,0,bubble,en,Verified,1,22,68
9595,0,poem,en,Not Verified,4,2,3
9596,1,short story,en,Verified,4,1,12
9597,1,short story,en,Verified,7,3,26
9598,1,poem,en,Verified,3,1,18
9599,1,short story,en,Verified,13,12,19
9600,1,short story,en,Verified,13,3,19
9601,1,poem,en,Verified,14,1,20
9602,1,short story,en,Verified,13,1,23
9603,0,short story,en,Not Verified,3,6,1
9604,0,thought,en,Verified,4,1,9
9605,0,bubble,en,Verified,5,15,59
9606,0,bubble,en,Not Verified,2,1,2
9607,0,musing,en,Not Verified,1,4,3
9608,0,140,en,Not Verified,1,3,1
9609,0,page,en,Not Verified,1,2,1
9610,0,140,en,Not Verified,2,3,1
9611,0,140,en,Not Verified,2,1,2
9612,0,bubble,en,Not Verified,2,4,1
9613,0,diary,en,Verified,1,3,3
9614,0,bubble,en,Not Verified,1,3,8
9615,0,140,en,Not Verified,1,1,3
9616,0,review,en,Not Verified,3,6,2
9617,0,diary,en,Not Verified,1,11,1
9618,0,poem,en,Not Verified,4,1,3
9619,0,musing,en,Not Verified,1,2,2
9620,0,musing,en,Not Verified,1,8,2
9621,0,poem,en,Not Verified,2,2,2
9622,0,thought,en,Not Verified,2,2,1
9623,0,poem,en,Not Verified,1,1,3
9624,0,musing,en,Not Verified,2,1,3
9625,0,musing,en,Not Verified,1,1,2
9626,0,musing,en,Not Verified,2,1,2
9627,1,poem,en,Verified,9,10,35
9628,2,page,en,Verified,2,9,20
9629,0,page,en,Not Verified,1,2,2
9630,3,page,en,Verified,1,3,29
9631,1,poem,en,Verified,2,4,8
9632,6,bubble,en,Not Verified,5,21,103
9633,0,140,en,Not Verified,4,6,3
9634,0,poem,en,Not Verified,4,5,1
9635,0,poem,en,Not Verified,1,1,5
9636,0,short story,en,Not Verified,1,5,2
9637,0,musing,en,Not Verified,3,10,1
9638,0,140,en,Not Verified,1,1,1
9639,0,musing,en,Not Verified,1,3,1
9640,0,poem,en,Not Verified,2,2,3
9641,0,musing,en,Not Verified,1,1,1
9642,1,musing,en,Verified,5,3,7
9643,0,short story,en,Not Verified,6,1,1
9644,0,poem,en,Not Verified,3,9,1
9645,0,thought,en,Not Verified,1,3,1
9646,0,open letter,en,Not Verified,2,5,1
9647,0,rant,en,Verified,7,1,8
9648,0,musing,en,Not Verified,3,11,2
9649,0,thought,en,Not Verified,1,7,3
9650,6,bubble,en,Not Verified,7,25,108
9651,0,musing,en,Not Verified,1,2,2
9652,0,short story,en,Not Verified,2,5,4
9653,0,thought,en,Not Verified,2,7,1
9654,0,poem,en,Verified,1,1,4
9655,0,short story,en,Not Verified,4,4,4
9656,0,bubble,en,Not Verified,1,2,1
9657,0,page,en,Not Verified,1,7,2
9658,0,bubble,en,Not Verified,4,7,1
9659,0,thought,en,Not Verified,1,5,3
9660,1,short story,en,Verified,6,7,23
9661,0,musing,en,Not Verified,1,3,2
9662,0,poem,en,Not Verified,1,1,1
9663,0,thought,en,Not Verified,1,5,1
9664,0,poem,en,Not Verified,1,5,1
9665,0,thought,en,Not Verified,2,3,1
9666,0,bubble,en,Not Verified,5,5,2
9667,0,thought,en,Not Verified,1,2,1
9668,0,bubble,en,Not Verified,1,2,2
9669,0,thought,en,Not Verified,8,2,2
9670,0,diary,en,Not Verified,2,1,1
9671,0,thought,en,Not Verified,1,4,1
9672,0,poem,en,Not Verified,8,1,1
9673,0,140,en,Not Verified,1,1,2
9674,0,140,en,Not Verified,5,1,1
9675,0,open letter,en,Not Verified,5,1,2
9676,6,bubble,en,Not Verified,4,22,91
9677,0,poem,en,Not Verified,1,5,1
9678,0,diary,en,Not Verified,4,5,2
9679,0,diary,en,Not Verified,3,6,7
9680,0,140,en,Not Verified,3,2,1
9681,0,140,en,Not Verified,5,1,1
9682,0,thought,en,Not Verified,1,1,1
9683,0,poem,en,Not Verified,1,8,3
9684,0,poem,en,Not Verified,33,2,12
9685,0,rant,en,Not Verified,2,2,1
9686,0,140,en,Not Verified,3,5,1
9687,0,musing,en,Not Verified,5,1,2
9688,0,140,en,Not Verified,3,1,2
9689,0,140,en,Not Verified,1,3,2
9690,1,poem,en,Verified,2,1,15
9691,1,poem,en,Verified,8,1,8
9692,0,open letter,en,Not Verified,1,2,1
9693,0,thought,en,Not Verified,2,1,1
9694,0,poem,en,Not Verified,17,1,3
9695,0,thought,en,Not Verified,1,4,2
9696,0,140,en,Not Verified,2,1,1
9697,0,thought,en,Not Verified,3,1,2
9698,0,short story,en,Not Verified,5,5,1
9699,0,short story,en,Not Verified,2,9,1
9700,1,musing,en,Verified,10,8,13
9701,0,poem,en,Not Verified,2,19,1
9702,0,poem,en,Verified,1,1,2
9703,0,poem,en,Verified,1,1,3
9704,0,poem,en,Verified,1,1,1
9705,0,musing,en,Not Verified,1,1,2
9706,0,poem,en,Not Verified,4,3,1
9707,6,bubble,en,Not Verified,1,23,92
9708,1,poem,en,Verified,6,3,27
9709,1,poem,en,Verified,4,2,14
9710,1,musing,en,Verified,4,3,6
9711,1,poem,en,Verified,5,1,3
9712,0,short story,en,Not Verified,1,2,2
9713,0,poem,en,Not Verified,1,5,2
9714,0,140,en,Not Verified,1,1,1
9715,0,thought,en,Not Verified,3,9,3
9716,0,poem,en,Not Verified,1,7,1
9717,0,poem,en,Not Verified,4,1,2
9718,0,bubble,en,Not Verified,1,13,54
9719,0,140,en,Not Verified,1,3,2
9720,0,140,en,Not Verified,1,8,1
9721,0,thought,en,Not Verified,1,5,1
9722,1,poem,en,Verified,2,4,5
9723,0,thought,en,Verified,7,3,7
9724,0,140,en,Not Verified,1,1,2
9725,0,thought,en,Not Verified,1,2,2
9726,0,bubble,en,Not Verified,1,11,4
9727,0,musing,en,Not Verified,1,2,1
9728,0,open letter,en,Not Verified,2,14,1
9729,0,bubble,en,Not Verified,1,3,1
9730,0,diary,en,Not Verified,1,1,1
9731,0,poem,en,Not Verified,1,12,5
9732,0,140,en,Not Verified,1,4,1
9733,0,140,en,Not Verified,2,4,1
9734,0,diary,en,Not Verified,1,1,1
9735,0,poem,en,Not Verified,2,5,2
9736,0,thought,en,Not Verified,2,1,2
9737,0,thought,en,Not Verified,1,2,1
9738,0,poem,en,Not Verified,1,5,1
9739,0,bubble,en,Not Verified,1,2,1
9740,3,page,en,Verified,2,8,27
9741,0,140,en,Not Verified,11,1,8
9742,0,bubble,en,Verified,8,7,22
9743,0,short story,en,Not Verified,3,3,1
9744,0,140,en,Not Verified,3,1,2
9745,0,140,en,Not Verified,1,4,1
9746,0,poem,en,Not Verified,1,4,8
9747,0,page,en,Not Verified,3,5,1
9748,0,thought,en,Not Verified,1,2,3
9749,0,poem,en,Not Verified,1,9,3
9750,0,140,en,Not Verified,1,6,1
9751,0,musing,en,Not Verified,3,6,5
9752,1,open letter,en,Verified,5,4,3
9753,0,140,en,Not Verified,1,2,2
9754,0,140,en,Not Verified,2,4,2
9755,0,musing,en,Verified,6,2,8
9756,0,poem,en,Not Verified,2,5,3
9757,0,rant,en,Not Verified,3,1,1
9758,0,poem,en,Not Verified,1,3,1
9759,0,musing,en,Not Verified,1,4,1
9760,0,open letter,en,Not Verified,1,1,1
9761,6,bubble,en,Verified,11,26,93
9762,0,thought,en,Not Verified,4,1,4
9763,0,short story,en,Not Verified,2,3,2
9764,0,poem,en,Not Verified,2,3,1
9765,0,140,en,Not Verified,1,18,1
9766,0,short story,en,Not Verified,1,2,1
9767,1,poem,en,Verified,4,3,5
9768,0,musing,en,Not Verified,1,1,1
9769,0,poem,en,Not Verified,1,1,1
9770,0,rant,en,Not Verified,3,1,2
9771,0,thought,en,Not Verified,1,2,1
9772,0,thought,en,Not Verified,1,5,1
9773,0,musing,en,Not Verified,3,3,1
9774,1,musing,en,Verified,18,1,11
9775,0,poem,en,Not Verified,2,7,1
9776,0,poem,en,Not Verified,1,1,4
9777,1,poem,en,Verified,3,4,3
9778,0,short story,en,Not Verified,3,2,1
9779,0,140,en,Not Verified,1,1,2
9780,0,poem,en,Not Verified,1,1,2
9781,0,thought,en,Not Verified,2,3,1
9782,0,thought,en,Not Verified,2,2,1
9783,0,140,en,Not Verified,2,1,1
9784,0,rant,en,Not Verified,1,1,1
9785,0,poem,en,Not Verified,2,1,1
9786,0,poem,en,Not Verified,1,1,1
9787,0,poem,en,Not Verified,1,1,1
9788,0,140,en,Not Verified,1,3,1
9789,0,musing,en,Not Verified,1,1,1
9790,0,bubble,en,Not Verified,1,6,1
9791,0,thought,en,Verified,2,2,5
9792,0,short story,en,Not Verified,1,3,1
9793,0,poem,en,Not Verified,1,2,3
9794,0,short story,en,Not Verified,2,6,1
9795,0,thought,en,Not Verified,5,1,2
9796,0,140,en,Not Verified,1,6,3
9797,0,short story,en,Verified,7,24,1
9798,0,poem,en,Not Verified,1,3,4
9799,0,140,en,Not Verified,4,3,4
9800,0,thought,en,Not Verified,1,2,1
9801,0,diary,en,Not Verified,1,3,1
9802,0,poem,en,Not Verified,1,3,2
9803,0,thought,en,Not Verified,2,1,1
9804,0,thought,en,Not Verified,1,1,3
9805,0,rant,en,Not Verified,2,1,1
9806,1,musing,en,Verified,14,1,7
9807,0,poem,en,Not Verified,1,1,2
9808,0,poem,en,Not Verified,1,2,1
9809,0,poem,en,Not Verified,1,3,2
9810,0,short story,en,Not Verified,1,15,3
9811,0,bubble,en,Verified,4,15,37
9812,0,open letter,en,Not Verified,2,5,1
9813,0,rant,en,Not Verified,1,2,2
9814,0,musing,en,Not Verified,1,3,2
9815,0,thought,en,Not Verified,2,1,1
9816,0,rant,en,Not Verified,1,2,1
9817,1,short story,en,Verified,5,3,10
9818,0,poem,en,Not Verified,4,17,1
9819,0,musing,en,Not Verified,1,2,2
9820,0,poem,en,Not Verified,1,1,1
9821,0,thought,en,Not Verified,3,1,1
9822,0,poem,en,Not Verified,2,1,2
9823,0,thought,en,Not Verified,1,1,2
9824,0,poem,en,Not Verified,2,2,2
9825,0,thought,en,Verified,1,1,4
9826,0,open letter,en,Not Verified,1,10,1
9827,0,bubble,en,Not Verified,1,8,1
9828,0,poem,en,Not Verified,1,1,1
9829,0,rant,en,Not Verified,1,2,2
9830,0,musing,en,Not Verified,3,6,10
9831,0,140,en,Not Verified,3,1,1
9832,0,thought,en,Not Verified,5,3,1
9833,0,poem,en,Not Verified,2,10,2
9834,0,140,en,Not Verified,1,1,1
9835,0,poem,hi,Verified,7,3,4
9836,0,musing,en,Not Verified,1,1,1
9837,0,poem,en,Not Verified,2,3,1
9838,0,short story,en,Not Verified,1,3,1
9839,0,thought,en,Not Verified,1,4,3
9840,2,page,en,Verified,3,6,13
9841,3,page,en,Verified,4,10,44
9842,6,bubble,en,Verified,2,21,86
9843,1,musing,en,Verified,3,2,9
9844,0,musing,en,Not Verified,6,2,1
9845,0,musing,en,Not Verified,1,1,1
9846,0,musing,en,Not Verified,1,8,4
9847,0,thought,en,Not Verified,6,4,4
9848,0,open letter,en,Not Verified,1,4,1
9849,0,poem,en,Not Verified,2,12,4
9850,0,thought,en,Not Verified,1,2,1
9851,0,page,en,Not Verified,3,1,2
9852,0,140,en,Verified,9,3,3
9853,0,poem,en,Not Verified,1,2,2
9854,1,open letter,en,Verified,5,2,17
9855,0,140,en,Verified,2,2,5
9856,0,thought,en,Not Verified,8,2,1
9857,0,140,en,Verified,1,1,4
9858,0,140,en,Not Verified,4,2,6
9859,0,thought,en,Not Verified,1,2,3
9860,0,thought,en,Not Verified,1,4,1
9861,0,thought,en,Not Verified,5,4,4
9862,0,rant,en,Not Verified,1,1,1
9863,0,rant,en,Not Verified,1,3,1
9864,0,musing,en,Not Verified,10,10,6
9865,0,poem,en,Verified,1,1,3
9866,0,poem,en,Not Verified,1,2,2
9867,0,open letter,en,Not Verified,1,2,1
9868,0,140,en,Not Verified,1,1,1
9869,0,140,en,Not Verified,2,2,1
9870,1,thought,en,Verified,15,2,11
9871,0,140,en,Not Verified,2,1,3
9872,0,140,en,Verified,3,1,6
9873,0,bubble,en,Not Verified,3,3,1
9874,0,140,en,Not Verified,1,1,1
9875,0,140,en,Not Verified,2,5,1
9876,0,140,en,Verified,4,2,8
9877,0,poem,en,Not Verified,1,5,3
9878,0,140,en,Not Verified,4,1,1
9879,0,poem,en,Not Verified,1,18,1
9880,0,140,en,Not Verified,1,8,1
9881,0,140,en,Not Verified,1,1,5
9882,0,140,en,Verified,2,1,4
9883,0,140,en,Not Verified,2,3,1
9884,0,thought,en,Not Verified,1,5,4
9885,4,140,en,Verified,1,4,5
9886,0,140,en,Not Verified,1,1,1
9887,0,musing,en,Not Verified,1,2,1
9888,0,140,en,Verified,6,3,9
9889,0,thought,en,Not Verified,2,1,1
9890,0,140,en,Not Verified,1,4,5
9891,0,poem,en,Not Verified,1,1,2
9892,0,140,en,Not Verified,2,2,1
9893,0,140,en,Not Verified,1,4,2
9894,0,140,en,Verified,3,1,2
9895,0,thought,en,Not Verified,1,5,5
9896,0,140,en,Not Verified,3,6,2
9897,0,140,en,Not Verified,2,2,2
9898,0,140,en,Not Verified,2,4,1
9899,0,musing,en,Not Verified,1,4,1
9900,0,poem,en,Not Verified,1,3,3
9901,0,thought,en,Not Verified,9,2,8
9902,0,140,en,Not Verified,1,4,4
9903,0,140,en,Not Verified,2,2,3
9904,0,140,en,Not Verified,1,1,2
9905,1,page,en,Verified,3,5,8
9906,0,140,en,Not Verified,1,2,1
9907,0,thought,en,Not Verified,1,2,1
9908,0,140,en,Not Verified,2,1,3
9909,0,musing,en,Not Verified,5,3,1
9910,0,page,en,Not Verified,1,1,2
9911,0,musing,en,Not Verified,403,3,11
9912,0,poem,en,Not Verified,1,4,2
9913,0,short story,en,Not Verified,1,2,1
9914,0,140,en,Not Verified,1,1,3
9915,1,thought,en,Verified,16,4,17
9916,0,diary,en,Not Verified,1,2,1
9917,0,140,en,Not Verified,1,1,1
9918,0,thought,en,Not Verified,1,4,1
9919,0,poem,en,Not Verified,1,8,1
9920,0,musing,en,Not Verified,3,1,1
9921,0,thought,en,Not Verified,2,1,1
9922,0,page,en,Not Verified,1,10,2
9923,0,thought,en,Not Verified,1,3,2
9924,0,diary,en,Not Verified,1,1,1
9925,0,poem,en,Not Verified,1,2,1
9926,0,140,en,Not Verified,1,1,2
9927,0,poem,en,Not Verified,4,2,3
9928,0,short story,en,Not Verified,4,1,2
9929,0,140,en,Not Verified,6,7,13
9930,0,thought,en,Not Verified,3,3,1
9931,0,poem,en,Not Verified,1,2,1
9932,0,140,en,Not Verified,1,1,2
9933,0,musing,en,Not Verified,1,2,1
9934,0,open letter,en,Not Verified,1,5,1
9935,4,140,en,Verified,8,3,17
9936,0,140,en,Verified,1,4,2
9937,0,thought,en,Not Verified,6,2,2
9938,0,short story,en,Not Verified,1,2,1
9939,0,140,en,Not Verified,1,8,3
9940,0,140,en,Not Verified,2,1,2
9941,0,poem,en,Not Verified,1,2,1
9942,0,140,en,Not Verified,3,2,10
9943,0,poem,en,Not Verified,1,7,4
9944,0,140,en,Not Verified,4,7,1
9945,0,diary,en,Not Verified,1,2,1
9946,0,poem,en,Not Verified,4,3,1
9947,0,poem,en,Verified,4,1,1
